name,event,place,all_american,min,max,mean,std,median,q1,q3,mean_three_recent,mean_three_best,mean_three_worst,percent_diff_recent_best,percent_diff_recent_worst,no_mark_rate,count,grade,year,school,score
JOEL BENGTSSON,110H,13,0,0.9051603905160392,0.9586410635155096,0.9367541686813652,0.0155656339884553,0.9412622788750762,0.9263165864347775,0.9497028481722358,0.9367541686813652,0.9530102790014684,0.9119720389043132,0.0172043773392349,0.0268099512792822,0.0,18,JR,3,UT-ARLINGTON,0.5
DEVON BROOKS,110H,14,0,0.8835942818243704,0.9593495934959352,0.929497254779148,0.0246616960072106,0.9365079365079366,0.9032707028531664,0.9523110785033015,0.9294972547791482,0.9565217391304348,0.889266735438336,0.0286577011563035,0.0442394060550995,0.0333333333333333,30,JR,3,CLEMSON,0.45833333333333337
BASHIRU ABDULLAHI,110H,15,0,0.9278055754110078,0.9600591715976332,0.9449782412192964,0.0104431882143819,0.944,0.9378612716763006,0.9523131289479564,0.9449782412192962,0.9579335793357934,0.9309240553983156,0.0136163304852644,0.0149839209070978,0.0625,16,JR,3,UTSA,0.41666666666666663
JOSH BRAVERMAN,110H,16,0,0.8184110970996218,0.9579335793357934,0.9136952449253052,0.0334926523502547,0.9225302061122956,0.908010793415899,0.933142107004052,0.9136952449253052,0.9502196193265008,0.8323496192138357,0.0391910329186166,0.0931770166760011,0.0,39,SR,4,IOWA,0.375
DARIUS LUFF,110H,17,0,0.889041095890411,0.9551140544518028,0.9329075722114184,0.0196291910458508,0.934822841078255,0.9296337509461244,0.9474452554744528,0.9329075722114184,0.9516129032258064,0.894998592741508,0.0198515550859676,0.0414780366703198,0.0,18,SO,2,NEBRASKA,0.33333333333333337
QUIVELL JORDAN-BACOT,110H,18,0,0.8624584717607974,0.9516129032258064,0.914690418693378,0.0249339545673399,0.9160197600564574,0.8964088397790055,0.935832732516222,0.914690418693378,0.944,0.8801813333876632,0.0315378838905577,0.0384529816859658,0.0,17,SR,4,HOUSTON,0.29166666666666663
JOHNNY BRACKINS,110H,19,0,0.9032707028531664,0.9530102790014684,0.9377507104891122,0.0154545368718488,0.9426294005467986,0.9339817469774832,0.9464094188248814,0.9377507104891122,0.9460641399416908,0.9234090694672292,0.0088261640475735,0.0154115097224154,0.0,8,FR,1,BAYLOR,0.25
ELIJAH MORRIS,110H,20,0,0.9032707028531664,0.9607698001480386,0.9302135061880166,0.0150656026180695,0.930135554124598,0.9186128803963198,0.9421166050961448,0.9302135061880168,0.9495245062179956,0.9087681369061116,0.0205464803100527,0.0233230922803805,0.0,22,FR,1,BAYLOR,0.20833333333333337
CAMERON MURRAY,110H,21,0,0.8841961852861036,0.9474452554744528,0.9298139880836624,0.0177419826071219,0.9338129496402878,0.9307996894010686,0.9416033157533016,0.9298139880836624,0.943313953488372,0.8929611661980354,0.0144143548394027,0.040435949326015,0.0952380952380952,21,JR,3,NC STATE,0.16666666666666663
GRATT REED,110H,22,0,0.8927097661623109,0.9495245062179956,0.9236176435383264,0.0161131473702762,0.921875465014984,0.9128002271689076,0.9338144016768628,0.9236176435383264,0.9467541940189642,0.8997740125423045,0.0247400543742726,0.026153054848648,0.0,20,JR,3,IOWA,0.125
MATTHEW LEWIS-BANKS,110H,23,0,0.8693904889484261,0.9460641399416908,0.9161432907325864,0.0182998614580073,0.9173144876325088,0.9102384291725104,0.9264810849393292,0.9161432907325864,0.941944847605225,0.8776724428032144,0.0277721560568378,0.042892753374999,0.0294117647058823,34,JR,3,ARKANSAS,0.08333333333333337
DE' VION WILSON,110H,24,0,0.8933241569167241,0.9614814814814816,0.9321152731861772,0.0186392535210352,0.9297994269340972,0.921875,0.9460641399416908,0.9321152731861772,0.9488304093567252,0.904819234391141,0.0177731194746148,0.0297191202870223,0.0,17,SO,2,HOUSTON,0.04166666666666663
SEAN BURRELL,400H,1,1,0.9108872530027122,0.9826541274817138,0.942175966593352,0.0203738532048051,0.93908528060715,0.929759295431814,0.9581255867640636,0.9421759665933522,0.962341383544822,0.9117119434042542,0.021176406662829,0.0328650109047179,0.0,18,SO,2,LSU,1.0
MALIK METIVIER,400H,2,1,0.9012842629863906,0.9617508692984252,0.943047613658718,0.0141623791015365,0.9437980138447076,0.9337702589713972,0.9542364576907056,0.943047613658718,0.957052717280684,0.919867241569876,0.0147414359062206,0.0248861315628915,0.0,20,SR,4,TEXAS TECH,0.9583333333333334
ISAIAH LEVINGSTON,400H,3,1,0.8575597300747767,0.9696844710249536,0.9208853725564587,0.0357679488906563,0.9295266059583486,0.8925276847552123,0.9528834972296648,0.9208853725564587,0.9631298648095044,0.8602311314850013,0.0448451704797328,0.0681081118880538,0.032258064516129,31,SR,4,OKLAHOMA,0.9166666666666666
NATHANIEL EZEKIEL,400H,4,1,0.9331216511212542,0.9710863279636516,0.9505159057803552,0.0111437474389657,0.9529793662637602,0.946322318100154,0.9545758065693244,0.9505159057803552,0.954914703493095,0.9372434804093466,0.0046171166678351,0.0140615646973928,0.0,10,FR,1,BAYLOR,0.875
QUIVELL JORDAN-BACOT,400H,5,1,0.5135430318916557,0.9651067323481116,0.9188919659170718,0.069294632426019,0.9307206525955328,0.9199765212287224,0.9405885689255712,0.9188919659170716,0.9495153473344105,0.7682037817165703,0.0327801986217305,0.1786361970408138,0.0,38,SR,4,HOUSTON,0.8333333333333334
DRAKE SCHNEIDER,400H,6,1,0.832212389380531,0.9588091353996738,0.9094981168871868,0.0319928753745938,0.911511525392391,0.8914591224736123,0.9388510713891216,0.9094981168871868,0.9531725116561932,0.8463152405167165,0.0468943828283371,0.0719699233452588,0.0,34,SR,4,MONTANA STATE,0.7916666666666666
COLTEN YARDLEY,400H,7,1,0.5440240657179221,0.947983870967742,0.904933038756956,0.0710628675388619,0.9167507268149084,0.9053655249298882,0.9336317325352388,0.904933038756956,0.9436082681115796,0.7646388887194409,0.0418440520760017,0.1680600251222161,0.0,30,SR,4,BYU,0.75
JAMES SMITH,400H,8,1,0.8866679238167076,0.9522073714054272,0.936585195411692,0.0142426261155105,0.9405881176235248,0.9310891089108912,0.9456958970233308,0.936585195411692,0.949323642237028,0.9039934006730824,0.0135090801538614,0.0354147275296342,0.0,29,JR,3,TEXAS A&M,0.7083333333333333
RIVALDO LEACOCK,400H,9,0,0.882838903492302,0.9474108402176104,0.9141116219486092,0.0169316494410213,0.9115936409461032,0.9059730250481696,0.9257727899192756,0.9141116219486092,0.9396482813749002,0.8893786984000184,0.0275512048572284,0.0274278417461201,0.1071428571428571,28,SR,4,NEW MEXICO,0.6666666666666667
CORDE LONG,400H,10,0,0.8797006548175865,0.9537525354969576,0.9209729811206994,0.0203144371602419,0.920967592811054,0.9073732956083967,0.937482015887831,0.9209729811206994,0.9407763105242098,0.8962871013313564,0.0212738949249323,0.0271682408343377,0.0,14,SO,2,ALABAMA,0.625
CALEB CAVANAUGH,400H,11,0,0.8920508442420794,0.9481750352893727,0.9272210141303688,0.0152766166573814,0.9296164855261602,0.9209678223288283,0.9388042859125874,0.9272210141303688,0.9405881176235248,0.9025805334918114,0.0143131364612229,0.0269324076926019,0.0,16,SO,2,GEORGIA,0.5833333333333333
WILLIAM SPENCER JR,400H,12,0,0.9119472459270752,0.9487489911218724,0.9347625395642606,0.0110650172681399,0.9355352168722644,0.9298002768439788,0.9437976716178242,0.9347625395642606,0.9464573268921096,0.9164204057127026,0.0124331956475436,0.0198166625274454,0.0555555555555555,18,JR,3,SOUTH CAROLINA,0.5416666666666667
CASS ELLIOTT,400H,13,0,0.8956190476190476,0.93908528060715,0.918180839355278,0.0128516766961713,0.918359375,0.9066718087157734,0.9305363150603604,0.918180839355278,0.9333068678046844,0.8986486120152383,0.0163393236594678,0.0215014428848076,0.0,25,JR,3,WASHINGTON,0.5
BRYCE ANTHONY,400H,14,0,0.8453793599424668,0.9331216511212542,0.9032695494632682,0.0239326290081848,0.9023220111303012,0.9000765696784073,0.9196166634070018,0.9032695494632682,0.9290654020944478,0.8715019760700796,0.0281562632522507,0.0357990568770725,0.0,13,SO,2,DAVIDSON,0.45833333333333337
JULIEN GILLUM,400H,15,0,0.8990439770554495,0.9355352168722644,0.916623515882052,0.0128268027115793,0.9179150328949476,0.904723157078668,0.9242273547053672,0.916623515882052,0.9248623131392604,0.9012871075587308,0.0089479887679473,0.016872565818768,0.0,10,JR,3,IOWA,0.41666666666666663
JUSTIN YOUNG,400H,16,0,0.83739982190561,0.9237721021611004,0.8987710052411981,0.025718710654682,0.9077220077220078,0.8929086852756055,0.9134721713344296,0.8987710052411981,0.9176424668227948,0.8641515057607645,0.0207788170169789,0.0392751232846389,0.0,11,SR,4,ARMY WEST POINT,0.375
MOITALEL MPOKE,400H,17,0,0.8818454613653414,0.9655030800821356,0.9393036688376736,0.0204514764734496,0.9402119576084784,0.9305363150603604,0.9527862208713272,0.9393036688376736,0.9627354627354628,0.9006208651187556,0.0246386033902565,0.0420482503548527,0.0,25,SR,4,TEXAS A&M,0.33333333333333337
RASHEEME GRIFFITH,400H,18,0,0.8826731743945936,0.9336775218427324,0.9144785230563875,0.015073192795895,0.9174634146341464,0.9054496437512036,0.9246804326450344,0.9144785230563875,0.9290654020944478,0.8891060711288176,0.0158248239589589,0.0281355828935015,0.0,17,SO,2,TENNESSEE,0.29166666666666663
AVEON REID,400H,19,0,0.8775662560656963,0.9272332873200552,0.9098076466703764,0.0143508133248161,0.910182811590926,0.9044929119545682,0.9186306308146208,0.9098076466703764,0.91943684004693,0.8942445469760961,0.0105280551030485,0.0172534916108197,0.0,10,JR,3,N. CAROLINA A&T,0.25
JAMESON WOODELL,400H,20,0,0.8317707411993632,0.9437976716178242,0.8821707803760762,0.0338951866624437,0.8738152759710092,0.8605521331732928,0.9006843821238588,0.8821707803760762,0.930720506730008,0.8429212467250066,0.0535605490513792,0.0455042780726616,0.0,15,SR,4,RUTGERS,0.20833333333333337
KENROY WILLIAMS,400H,21,0,0.8572470373746582,0.9411529223378704,0.917510964682426,0.0208101728133669,0.9234092694422624,0.9138081905351114,0.9302601733131832,0.917510964682426,0.935907643312102,0.8659656057358912,0.01985161749248,0.0578032364444738,0.0,31,SR,4,KENTUCKY,0.16666666666666663
CHARLES BROCKMAN III,400H,22,0,0.8333924140375754,0.9497071298727532,0.9292002257651848,0.0258768206085858,0.9374940022422372,0.9270557560277168,0.9432771728718348,0.9292002257651848,0.946266854497887,0.8823663276979575,0.018199870221458,0.0517054126194762,0.0,20,SR,4,TEXAS,0.125
CALEB DEAN,400H,24,0,0.9146080529079946,0.9447458308217802,0.9299718209717086,0.0100766566491991,0.9305363150603604,0.9244986236728274,0.9374003189792663,0.9299718209717084,0.9394605394605396,0.9163923291130978,0.0101514434966099,0.0147094405596935,0.1333333333333333,15,JR,3,MARYLAND,0.04166666666666663
AHMED JAZIRI,3000S,1,1,0.9547028992440916,1.000360938439944,0.9753748468344308,0.0152333176540527,0.9708042834892516,0.9643481930509707,0.9882459491261362,0.9753748468344308,0.9891935835663156,0.9594904416905792,0.0140679617141826,0.0164191328854326,0.0,10,SR,4,EASTERN KENTUCKY,1.0
DUNCAN HAMILTON,3000S,2,1,0.9067742697711616,1.0,0.9507211485653704,0.0288125803497906,0.9531888876151172,0.929584288296346,0.9743940311334206,0.9507211485653704,0.9850722691730512,0.9124885980672022,0.0354904818798414,0.0410394487977177,0.0,17,SR,4,MONTANA STATE,0.9583333333333334
PARKER STOKES,3000S,3,1,0.948928157038784,1.0,0.9683987697857128,0.0163600541502808,0.9682596241317464,0.9549853090271492,0.9742275590611964,0.9683987697857128,0.9743179110598988,0.9504252705120751,0.0060936742166744,0.018733869178383,0.0,10,SO,2,GEORGETOWN,0.9166666666666666
RYAN SMEETON,3000S,4,1,0.8727934358543711,0.99764028316602,0.9524637079422492,0.0289917990577911,0.9572859500326208,0.9347398399880084,0.9729308058350884,0.9524637079422492,0.9822405985430204,0.9030210568983854,0.0307818517806125,0.0532935133510624,0.0,21,SR,4,OKLAHOMA STATE,0.875
ED TRIPPAS,3000S,5,1,0.87608878898567,0.9971816346519018,0.9373303847318746,0.031657337372354,0.93233460033563,0.9204768164366464,0.9647556273556246,0.9373303847318746,0.9777168054875062,0.8953640895798883,0.0421779901423787,0.0457973718371644,0.0,18,SR,4,PRINCETON,0.8333333333333334
KENNETH ROOKS,3000S,6,1,0.9229459974469504,0.9926774912448264,0.9557960909127796,0.0233092231857195,0.94900036142974,0.936301189895274,0.9729497805948316,0.9557960909127796,0.9759189342514524,0.927079581730118,0.0208341738574634,0.0305028203400744,0.0,13,SO,2,BYU,0.7916666666666666
ALEC BASTEN,3000S,7,1,0.8856853729117475,0.990116302147422,0.9521861410985104,0.0252887823857202,0.9572861530603902,0.9345406960777656,0.9704753323284798,0.9521861410985104,0.9781768984921864,0.9134260063407932,0.0269283620341041,0.0415521895169033,0.0,18,SR,4,MINNESOTA,0.75
MATTHEW WILKINSON,3000S,8,1,0.8621446470232438,0.9878225055937272,0.9188910756358752,0.0391116995739528,0.9087895072410964,0.8867711763894476,0.949890634417322,0.9188910756358752,0.973215504964788,0.8708112064642016,0.0574221662626077,0.0537294606511375,0.0,19,SR,4,MINNESOTA,0.7083333333333333
LEVI TAYLOR,3000S,9,0,0.8914939242315939,0.97781262250098,0.9372074213018624,0.0295631976613097,0.9360792629770024,0.9144147164440442,0.9625212065525371,0.9372074213018624,0.9658296710742842,0.8986590579092938,0.0300806010424987,0.0419947352697807,0.0,12,SO,2,MONTANA STATE,0.6666666666666667
ESTANIS RUIZ,3000S,10,0,0.9010746861735754,0.979886863607794,0.9555563752267984,0.0310942452749819,0.9660353975446344,0.9640006956387316,0.966784233169257,0.9555563752267984,0.9660353975446344,0.9437035931189804,0.0109066061442618,0.0124814741587392,0.0,5,FR,1,LOYOLA MARYMOUNT,0.625
COLTON JOHNSEN,3000S,11,0,0.8830047081312612,0.975060589476976,0.9401863613042336,0.0308040142706111,0.953097835431672,0.920069344546494,0.9626427909848718,0.9401863613042336,0.969960920031886,0.8871922568819213,0.0311751444703526,0.0580001362551937,0.0555555555555555,18,SR,4,WASHINGTON ST.,0.5833333333333333
BENNETT PASCOE,3000S,12,0,0.8318548656039485,0.974908152896115,0.9203209075069406,0.0407635976910345,0.9231167773809744,0.8926579381238178,0.9563693892409124,0.9203209075069406,0.9641124746352304,0.8523714056601431,0.0464771719109631,0.0766624882864181,0.0476190476190476,21,SR,4,ARKANSAS STATE,0.5416666666666667
BEN FLEMING,3000S,13,0,0.8879238230844531,0.9744320956306032,0.9369119772987712,0.0287257069710604,0.9439724498098356,0.9140596945351214,0.960915874736436,0.9369119772987712,0.9634607956740054,0.9035814512090168,0.0279406427547408,0.0362191199093578,0.0833333333333333,12,SR,4,NORTH CAROLINA,0.5
YASIN SADO,3000S,14,0,0.9275621002528632,0.9717368861878884,0.9475003483716098,0.0179431331491754,0.9563867108870272,0.9299796854473464,0.9584286851893986,0.9475003483716098,0.956882000920669,0.929173823715852,0.0098526984904535,0.0195308540271249,0.0,7,SO,2,VIRGINIA,0.45833333333333337
ALEXANDER KORCZYNSKI,3000S,15,0,0.892004005149478,0.9609368980661068,0.9312776829355034,0.0192794274065656,0.9337083171925444,0.9203931669156176,0.9437371712808988,0.9312776829355034,0.951226022956946,0.9037452830459116,0.0211934138126816,0.0300076897128823,0.0,14,SR,4,NORTHEASTERN,0.41666666666666663
CARSON WILLIAMS,3000S,16,0,0.8939540551195213,0.9637399787501209,0.9415282692016816,0.0248960896946007,0.9493037345726604,0.9369239500652544,0.9565414735243704,0.9415282692016816,0.9541916110399172,0.9173653445667878,0.0133599293547757,0.0259971032832902,0.1111111111111111,9,SO,2,FURMAN,0.375
ADAM BUNKER,3000S,17,0,0.9437581581884564,0.9593846153846154,0.9509654532903346,0.0055551306787652,0.9504286530767766,0.9504105465698882,0.9508452932319365,0.9509654532903346,0.9504286530767766,0.9481991192783736,0.0005646385583718,0.0029132114740527,0.0,5,FR,1,UTAH VALLEY,0.33333333333333337
AHMED KADRI,3000S,18,0,0.9191708889912482,0.9621229653629562,0.9396633487705844,0.0183266606528353,0.9384969068444482,0.9246563659527156,0.9543614059048132,0.9396633487705844,0.94900036142974,0.9235694483669912,0.0098874274003657,0.017275243789523,0.0,6,SO,2,EASTERN KENTUCKY,0.29166666666666663
GARRETT MARSING,3000S,19,0,0.8868031854379979,0.9752512022520232,0.9339082030207088,0.0253826346002845,0.9329568193293812,0.921964283552383,0.9500588686825436,0.9339082030207088,0.966465836223096,0.8895463717312887,0.0342644474509266,0.0486569085993859,0.0,23,SR,4,BYU,0.25
BENJAMIN NIBBELINK,3000S,20,0,0.8996285209362715,0.9590895109197172,0.9310499684438576,0.0261596511424932,0.9418161223333962,0.9061733667644318,0.952234445694377,0.9310499684438576,0.9479904988123516,0.9039917514883784,0.0180310436775539,0.0294905741505194,0.2222222222222222,9,JR,3,WISCONSIN,0.20833333333333337
CHRISTIAN HUBAKER,3000S,21,0,0.8985428936798688,0.9610664817276386,0.9344463877842348,0.0217812274764491,0.9425728350236212,0.91731995891653,0.9509178404539756,0.9344463877842346,0.9531888876151172,0.9010845952181176,0.0198581792522576,0.0363511080717883,0.0666666666666666,15,SR,4,MICHIGAN,0.16666666666666663
BRYCE LENTZ,3000S,22,0,0.937163037965172,0.9598830161814788,0.9481243080716218,0.0103743457160716,0.9428663226928238,0.9421540669675738,0.9585550965510616,0.9481243080716218,0.9428663226928238,0.9407278092085232,0.0055610908835359,0.0078317394945129,0.0,5,FR,1,AIR FORCE,0.125
TOM SEITZER,3000S,23,0,0.9334805306588329,0.9554159644553394,0.9450742116729636,0.0096228096254712,0.9457001757888412,0.9394789477017914,0.9512954397600132,0.9450742116729636,0.9414784200494444,0.9416269607455052,0.0038120236489096,0.0036542627712894,0.0,4,JR,3,NOTRE DAME,0.08333333333333337
BEN GARNER,3000S,24,0,0.8587018262560889,0.9591079496299144,0.9084231135623924,0.0311021475541581,0.8987605026501578,0.8857209482022863,0.9316066165100556,0.9084231135623922,0.939846649460259,0.8718214343351939,0.0340031920951591,0.0411198329694915,0.0,14,SR,4,SAMFORD,0.04166666666666663
TEJASWIN SHANKAR,HJ,1,1,0.907563025210084,0.96218487394958,0.9336734693877552,0.0172049438838653,0.9264705882352942,0.9201680672268908,0.9474789915966388,0.933673469387755,0.9579831932773109,0.9089635854341735,0.025702046644455,0.0268201313860686,0.0,28,SR,4,KANSAS STATE,1.0
DARIUS CARBIN,HJ,2,1,0.8697478991596639,0.9663865546218487,0.921685340802988,0.0183876161980515,0.9243697478991598,0.9107142857142856,0.9327731092436976,0.921685340802988,0.9453781512605044,0.8837535014005602,0.0253797587047571,0.0420195229168014,0.0769230769230769,39,SR,4,GEORGIA,0.9583333333333334
DONTAVIOUS HILL,HJ,3,1,0.8403361344537815,0.9369747899159664,0.896796218487395,0.0253572534001585,0.8949579831932774,0.8823529411764707,0.9201680672268908,0.896796218487395,0.9285714285714286,0.8473389355742298,0.0348151345130197,0.0567126725219572,0.0,48,JR,3,AUBURN,0.9166666666666666
VERNON TURNER,HJ,4,1,0.8823529411764707,0.9789915966386556,0.9301194161875276,0.0214560762908167,0.9285714285714286,0.915966386554622,0.9369747899159664,0.9301194161875276,0.9663865546218487,0.8949579831932774,0.0382462686567166,0.0385314431115955,0.0,38,SR,4,OKLAHOMA,0.875
MITCH JACOBSON,HJ,5,1,0.7983193277310925,0.9285714285714286,0.8723558388872791,0.0290123421450858,0.8802521008403361,0.8487394957983194,0.8897058823529412,0.8723558388872791,0.915966386554622,0.8123249299719889,0.0487725836506522,0.0712668061806609,0.0793650793650793,63,SR,4,WASHINGTON ST.,0.8333333333333334
BRYSON DEBERRY,HJ,6,1,0.8529411764705882,0.9285714285714286,0.897358943577431,0.0233360001140591,0.9012605042016808,0.8813025210084034,0.915966386554622,0.897358943577431,0.9243697478991598,0.8557422969187675,0.0296540362438222,0.0474777448071216,0.0,28,SR,4,UT-ARLINGTON,0.7916666666666666
TREY ALLEN,HJ,7,1,0.8445378151260504,0.9285714285714286,0.8957712117104907,0.0209359915875701,0.8991596638655464,0.8823529411764707,0.915966386554622,0.8957712117104906,0.9243697478991598,0.8571428571428571,0.0314245290043937,0.0440733008582695,0.03125,32,SO,2,LOUISVILLE,0.75
ROBERTO VILCHES,HJ,8,1,0.8403361344537815,0.953781512605042,0.9149967679379444,0.0248520142977731,0.915966386554622,0.9033613445378152,0.9317226890756304,0.9149967679379444,0.9495798319327732,0.8683473389355743,0.0370948171260182,0.0523168005799553,0.037037037037037,27,JR,3,MISSOURI,0.7083333333333333
"SHAUN MILLER, JR.",HJ,9,0,0.8697478991596639,0.9369747899159664,0.8971693940734189,0.0181191803482277,0.9033613445378152,0.8802521008403361,0.907563025210084,0.8971693940734189,0.9117647058823528,0.8725490196078431,0.0161369193154033,0.0278240586471176,0.05,20,SO,2,OHIO STATE,0.6666666666666667
EARNIE SEARS III,HJ,10,0,0.8487394957983194,0.9663865546218487,0.917717086834734,0.0247109740373862,0.915966386554622,0.9033613445378152,0.9338235294117648,0.917717086834734,0.953781512605042,0.8641456582633054,0.0385406922357341,0.0601296914914523,0.0,48,SR,4,USC,0.625
CORVELL TODD,HJ,10,0,0.865546218487395,0.96218487394958,0.9080882352941178,0.0206328321799595,0.9054621848739496,0.8939075630252101,0.9170168067226891,0.9080882352941178,0.9327731092436976,0.8781512605042017,0.0268188302425107,0.0335195530726258,0.0769230769230769,26,JR,3,SOUTHERN MISS.,0.625
CALEB WILBORN,HJ,12,0,0.8109243697478992,0.9243697478991598,0.8682472989195679,0.0322881896098187,0.8697478991596639,0.8392857142857143,0.8991596638655464,0.8682472989195679,0.915966386554622,0.8207282913165267,0.0534903280067283,0.0562696203281406,0.0,28,SO,2,TEXAS TECH,0.5416666666666667
ROMAINE BECKFORD,HJ,13,0,0.8823529411764707,0.9369747899159664,0.9051120448179272,0.0158630129838751,0.9033613445378152,0.8939075630252101,0.915966386554622,0.9051120448179272,0.9243697478991598,0.8823529411764707,0.0210526315789475,0.0254652301665033,0.0769230769230769,26,JR,3,SOUTH FLORIDA,0.5
MAYSON CONNER,HJ,15,0,0.8445378151260504,0.9369747899159664,0.9033613445378152,0.0273685789079904,0.915966386554622,0.8823529411764707,0.9243697478991598,0.9033613445378152,0.9369747899159664,0.8515406162464986,0.0365296803652967,0.0590582601755786,0.0444444444444444,45,JR,3,NEBRASKA,0.41666666666666663
JACKSON MARSEILLE,HJ,15,0,0.8445378151260504,0.915966386554622,0.8813387423935091,0.0176718788903994,0.8823529411764707,0.8697478991596639,0.8907563025210085,0.8813387423935091,0.9117647058823528,0.8557422969187675,0.0339366515837104,0.029470640569395,0.064516129032258,31,SO,2,SOUTH CAROLINA,0.41666666666666663
KYLE ALCINE,HJ,15,0,0.7983193277310925,0.9201680672268908,0.8766315036652959,0.0228868887408241,0.8823529411764707,0.861344537815126,0.8928571428571429,0.8766315036652957,0.907563025210084,0.8277310924369748,0.0346728129071052,0.0573826383425122,0.0208333333333333,48,SR,4,KANSAS STATE,0.41666666666666663
KENNEDY SAUDER,HJ,15,0,0.8823529411764707,0.9411764705882354,0.9050420168067228,0.0177379722117508,0.9033613445378152,0.8928571428571429,0.9107142857142856,0.9050420168067228,0.9117647058823528,0.8865546218487395,0.0074005550416279,0.0206378986866793,0.0,10,FR,1,LIBERTY,0.41666666666666663
TONY JONES,HJ,19,0,0.7941176470588235,0.915966386554622,0.8670942061034941,0.0332052930156471,0.8739495798319329,0.8466386554621849,0.8865546218487395,0.8670942061034941,0.907563025210084,0.8039215686274511,0.045607476635514,0.0756098636905023,0.05,40,JR,3,WAKE FOREST,0.25
JEFF HOLLIS,HJ,19,0,0.861344537815126,0.915966386554622,0.8922569027611045,0.0168557093828869,0.8970588235294119,0.8760504201680673,0.9033613445378152,0.8922569027611047,0.907563025210084,0.8697478991596639,0.0170085042521258,0.0255493101686257,0.0,14,SR,4,PRINCETON,0.25
KASON O'RILEY,HJ,24,0,0.861344537815126,0.9201680672268908,0.8893557422969187,0.0193238556360841,0.8865546218487395,0.879201680672269,0.9033613445378152,0.8893557422969188,0.9033613445378152,0.865546218487395,0.0156249999999999,0.0271348762968875,0.0769230769230769,13,FR,1,OKLAHOMA,0.04166666666666663
CARTER BAJOIT,HJ,24,0,0.8403361344537815,0.915966386554622,0.8867162249515191,0.0195088615040678,0.8886554621848739,0.8792016806722689,0.9033613445378152,0.8867162249515191,0.907563025210084,0.8473389355742298,0.0232369629829776,0.0454164207387157,0.1034482758620689,29,SO,2,TEXAS A&M,0.04166666666666663
JEREMY CODY,HJ,24,0,0.8319327731092437,0.915966386554622,0.8684640522875817,0.0190257595302747,0.8697478991596639,0.8529411764705882,0.8792016806722689,0.8684640522875817,0.8991596638655464,0.8389355742296919,0.0347309343017498,0.0345888304053592,0.027027027027027,37,SO,2,ARIZONA STATE,0.04166666666666663
ISAIAH HOLMES,HJ,24,0,0.8487394957983194,0.9285714285714286,0.8938120702826585,0.0227306829265157,0.8991596638655464,0.8823529411764707,0.9117647058823528,0.8938120702826585,0.9243697478991598,0.8529411764705883,0.0336134453781514,0.0467964137327792,0.0294117647058823,34,SR,4,MIAMI,0.04166666666666663
SONDRE GUTTORMSEN,PV,1,1,0.8816666666666667,0.97,0.9279824561403508,0.0302998336963636,0.9333333333333332,0.8983333333333334,0.9566666666666668,0.9279824561403508,0.9583333333333334,0.8861111111111111,0.0321800595238095,0.0461622771670804,0.0,19,JR,3,PRINCETON,1.0
CLAYTON FRITSCH,PV,2,1,0.7799999999999999,0.9666666666666668,0.9005147058823529,0.0383179261195234,0.9083333333333332,0.8716666666666667,0.9254166666666666,0.900514705882353,0.9583333333333334,0.8072222222222223,0.0622090953442068,0.109258612523741,0.0,68,SR,4,SAM HOUSTON,0.9583333333333334
KEATON DANIEL,PV,3,1,0.875,0.95,0.9027777777777778,0.0231717091422959,0.8941666666666668,0.8841666666666667,0.9166666666666666,0.9027777777777778,0.925,0.8755555555555555,0.0243161094224923,0.0306154326772883,0.1818181818181818,22,SO,2,KENTUCKY,0.9166666666666666
SIMEN GUTTORMSEN,PV,4,1,0.8683333333333333,0.9416666666666668,0.911969696969697,0.0246961330960737,0.9166666666666666,0.8966666666666666,0.93,0.911969696969697,0.9333333333333332,0.8783333333333333,0.0231546103949419,0.0375761679079215,0.0,11,JR,3,PRINCETON,0.875
BRANSON ELLIS,PV,5,1,0.8250000000000001,0.9666666666666668,0.9067063492063492,0.0294817202453155,0.9066666666666666,0.8837499999999999,0.9270833333333334,0.9067063492063492,0.9533333333333333,0.8516666666666667,0.0501354724468243,0.0626029654036243,0.16,50,JR,3,STEPHEN F. AUSTIN,0.8333333333333334
ZACH MCWHORTER,PV,6,1,0.8833333333333333,0.975,0.9339583333333332,0.024413368157689,0.9333333333333332,0.9191666666666666,0.9533333333333333,0.9339583333333332,0.9683333333333332,0.8894444444444445,0.0361406198663891,0.048825075218037,0.0303030303030303,33,SO,2,BYU,0.7916666666666666
CLAYTON SIMMS,PV,7,1,0.8183333333333334,0.9166666666666666,0.8848809523809524,0.027099565437225,0.8925000000000001,0.87625,0.9,0.8848809523809524,0.9083333333333332,0.8444444444444446,0.026156808072761,0.0467656440028453,0.0666666666666666,15,FR,1,KANSAS,0.75
KYLE RADEMEYER,PV,8,1,0.8666666666666667,0.9333333333333332,0.8958333333333334,0.0206847643719763,0.8908333333333334,0.8833333333333333,0.9125,0.8958333333333334,0.925,0.8694444444444445,0.0320366132723111,0.029897718332022,0.1,20,SO,2,SOUTH ALABAMA,0.7083333333333333
ZACH BRADFORD,PV,9,0,0.8183333333333334,0.9683333333333332,0.928695652173913,0.0293655400706217,0.9358333333333332,0.9104166666666668,0.95,0.9286956521739133,0.9616666666666666,0.8561111111111112,0.0348832751945411,0.0813360219783194,0.0612244897959183,49,JR,3,KANSAS,0.6666666666666667
